processes,vertices,delta,enable_ios,enable_push_pull_pruning,enable_hybridization,hybridization_tau,enable_load_balancing,elapsed_time
48,1024,15,1,1,1,0.4,0,0.0276785
96,4194304,15,1,1,1,0.4,0,1.99973
24,262144,15,1,1,1,0.4,0,0.165687
96,4096,15,1,1,1,0.4,0,0.0329049
96,65536,15,1,1,1,0.4,0,0.0559523
48,2048,15,1,1,1,0.4,0,0.0248785
96,1024,15,1,1,1,0.4,0,0.0247371
72,4194304,15,1,1,1,0.4,0,2.6669
72,65536,15,1,1,1,0.4,0,0.0677381
48,262144,15,1,1,1,0.4,0,0.224103
96,2048,15,1,1,1,0.4,0,0.0277917
48,65536,15,1,1,1,0.4,0,0.0716302
72,2097152,15,1,1,1,0.4,0,1.3498
24,524288,15,1,1,1,0.4,0,0.358763
72,2048,15,1,1,1,0.4,0,0.0360596
72,524288,15,1,1,1,0.4,0,0.330122
24,8192,15,1,1,1,0.4,0,0.0318522
72,4096,15,1,1,1,0.4,0,0.0413916
96,2048,15,1,1,1,0.4,0,0.0306869
72,1048576,15,1,1,1,0.4,0,0.648907
72,8192,15,1,1,1,0.4,0,0.0412562
48,16384,15,1,1,1,0.4,0,0.0413718
96,16384,15,1,1,1,0.4,0,0.0359805
72,8192,15,1,1,1,0.4,0,0.0342939
48,4194304,15,1,1,1,0.4,0,3.26817
96,524288,15,1,1,1,0.4,0,0.318088
96,131072,15,1,1,1,0.4,0,0.0806108
48,2097152,15,1,1,1,0.4,0,1.66047
96,1024,15,1,1,1,0.4,0,0.0231657
72,32768,15,1,1,1,0.4,0,0.0474083
24,1048576,15,1,1,1,0.4,0,1.05589
24,1048576,15,1,1,1,0.4,0,0.848327
48,32768,15,1,1,1,0.4,0,0.0504253
48,524288,15,1,1,1,0.4,0,0.253515
48,1048576,15,1,1,1,0.4,0,0.588735
96,1048576,15,1,1,1,0.4,0,0.621923
48,524288,15,1,1,1,0.4,0,0.397794
48,1048576,15,1,1,1,0.4,0,0.79417
72,1048576,15,1,1,1,0.4,0,0.437712
72,262144,15,1,1,1,0.4,0,0.173679
96,16384,15,1,1,1,0.4,0,0.0441878
72,65536,15,1,1,1,0.4,0,0.0682282
24,131072,15,1,1,1,0.4,0,0.142981
96,65536,15,1,1,1,0.4,0,0.0701978
24,131072,15,1,1,1,0.4,0,0.0987298
96,2097152,15,1,1,1,0.4,0,0.909651
48,16384,15,1,1,1,0.4,0,0.0422368
24,2048,15,1,1,1,0.4,0,0.0187769
96,524288,15,1,1,1,0.4,0,0.193621
24,16384,15,1,1,1,0.4,0,0.02808
96,4096,15,1,1,1,0.4,0,0.0350325
72,131072,15,1,1,1,0.4,0,0.0812774
72,2097152,15,1,1,1,0.4,0,1.00658
96,8192,15,1,1,1,0.4,0,0.0303326
72,1024,15,1,1,1,0.4,0,0.0338588
24,524288,15,1,1,1,0.4,0,0.516561
48,8192,15,1,1,1,0.4,0,0.0369387
48,32768,15,1,1,1,0.4,0,0.0410311
48,1024,15,1,1,1,0.4,0,0.0264359
72,4194304,15,1,1,1,0.4,0,2.35887
96,262144,15,1,1,1,0.4,0,0.107248
48,262144,15,1,1,1,0.4,0,0.122608
72,524288,15,1,1,1,0.4,0,0.23751
48,131072,15,1,1,1,0.4,0,0.0802197
72,131072,15,1,1,1,0.4,0,0.104409
72,32768,15,1,1,1,0.4,0,0.0517383
96,131072,15,1,1,1,0.4,0,0.102953
48,8192,15,1,1,1,0.4,0,0.0310197
24,4194304,15,1,1,1,0.4,0,4.45245
24,65536,15,1,1,1,0.4,0,0.079927
24,2048,15,1,1,1,0.4,0,0.0236154
24,32768,15,1,1,1,0.4,0,0.0484526
96,32768,15,1,1,1,0.4,0,0.0366733
96,2097152,15,1,1,1,0.4,0,1.24807
72,16384,15,1,1,1,0.4,0,0.0429096
24,4096,20,1,1,1,0.4,0,0.0213709
96,4194304,20,1,1,1,0.4,0,2.77261
24,4194304,20,1,1,1,0.4,0,3.60822
24,65536,20,1,1,1,0.4,0,0.0557742
48,4194304,20,1,1,1,0.4,0,2.26477
24,8192,20,1,1,1,0.4,0,0.0215249
24,2097152,20,1,1,1,0.4,0,1.66562
96,262144,20,1,1,1,0.4,0,0.187371
96,1048576,20,1,1,1,0.4,0,0.348474
24,1024,20,1,1,1,0.4,0,0.0164065
24,4096,20,1,1,1,0.4,0,0.0208867
72,1024,20,1,1,1,0.4,0,0.0307691
72,262144,20,1,1,1,0.4,0,0.0896449
48,2048,20,1,1,1,0.4,0,0.0314548
24,1024,20,1,1,1,0.4,0,0.0133741
48,4096,20,1,1,1,0.4,0,0.0228622
72,2048,20,1,1,1,0.4,0,0.0333004
48,131072,20,1,1,1,0.4,0,0.122293
72,4096,20,1,1,1,0.4,0,0.036175
24,2097152,20,1,1,1,0.4,0,2.44828
24,32768,20,1,1,1,0.4,0,0.0354023
24,262144,20,1,1,1,0.4,0,0.272855
96,8192,20,1,1,1,0.4,0,0.033921
24,16384,20,1,1,1,0.4,0,0.0336869
72,16384,20,1,1,1,0.4,0,0.0403874
96,32768,20,1,1,1,0.4,0,0.0554605
48,2097152,20,1,1,1,0.4,0,1.01737
48,65536,20,1,1,1,0.4,0,0.0457776
48,4096,20,1,1,1,0.4,0,0.0255077
48,1024,20,1,1,1,0.4,0,0.026746
96,4194304,20,1,1,1,0.4,0,1.52189
24,262144,20,1,1,1,0.4,0,0.139565
96,4096,20,1,1,1,0.4,0,0.0299442
96,65536,20,1,1,1,0.4,0,0.0483923
48,2048,20,1,1,1,0.4,0,0.0226681
96,1024,20,1,1,1,0.4,0,0.0229087
72,4194304,20,1,1,1,0.4,0,2.92806
72,65536,20,1,1,1,0.4,0,0.0743446
48,262144,20,1,1,1,0.4,0,0.222945
96,2048,20,1,1,1,0.4,0,0.0255666
48,65536,20,1,1,1,0.4,0,0.093667
72,2097152,20,1,1,1,0.4,0,1.4822
24,524288,20,1,1,1,0.4,0,0.329304
72,2048,20,1,1,1,0.4,0,0.0260122
72,524288,20,1,1,1,0.4,0,0.364242
24,8192,20,1,1,1,0.4,0,0.0276785
72,4096,20,1,1,1,0.4,0,0.0355017
96,2048,20,1,1,1,0.4,0,0.0274291
72,1048576,20,1,1,1,0.4,0,0.730904
72,8192,20,1,1,1,0.4,0,0.038635
48,16384,20,1,1,1,0.4,0,0.0307753
96,16384,20,1,1,1,0.4,0,0.0324829
72,8192,20,1,1,1,0.4,0,0.0307567
48,4194304,20,1,1,1,0.4,0,3.64998
96,524288,20,1,1,1,0.4,0,0.352003
96,131072,20,1,1,1,0.4,0,0.0685945
48,2097152,20,1,1,1,0.4,0,1.83364
96,1024,20,1,1,1,0.4,0,0.0238519
72,32768,20,1,1,1,0.4,0,0.0415692
24,1048576,20,1,1,1,0.4,0,1.16606
24,1048576,20,1,1,1,0.4,0,0.714871
48,32768,20,1,1,1,0.4,0,0.0480521
48,524288,20,1,1,1,0.4,0,0.222414
48,1048576,20,1,1,1,0.4,0,0.471468
96,1048576,20,1,1,1,0.4,0,0.68106
48,524288,20,1,1,1,0.4,0,0.437258
48,1048576,20,1,1,1,0.4,0,0.852104
72,1048576,20,1,1,1,0.4,0,0.38127
72,262144,20,1,1,1,0.4,0,0.189206
96,16384,20,1,1,1,0.4,0,0.0432837
72,65536,20,1,1,1,0.4,0,0.055182
24,131072,20,1,1,1,0.4,0,0.150127
96,65536,20,1,1,1,0.4,0,0.0728817
24,131072,20,1,1,1,0.4,0,0.0912292
96,2097152,20,1,1,1,0.4,0,0.707437
48,16384,20,1,1,1,0.4,0,0.0380681
24,2048,20,1,1,1,0.4,0,0.0232229
96,524288,20,1,1,1,0.4,0,0.177438
24,16384,20,1,1,1,0.4,0,0.0268412
96,4096,20,1,1,1,0.4,0,0.0327084
72,131072,20,1,1,1,0.4,0,0.0642762
72,2097152,20,1,1,1,0.4,0,0.834999
96,8192,20,1,1,1,0.4,0,0.028743
72,1024,20,1,1,1,0.4,0,0.0246608
24,524288,20,1,1,1,0.4,0,0.562566
48,8192,20,1,1,1,0.4,0,0.0314066
48,32768,20,1,1,1,0.4,0,0.0367141
48,1024,20,1,1,1,0.4,0,0.0306766
72,4194304,20,1,1,1,0.4,0,1.73145
96,262144,20,1,1,1,0.4,0,0.088897
48,262144,20,1,1,1,0.4,0,0.0948858
72,524288,20,1,1,1,0.4,0,0.184307
48,131072,20,1,1,1,0.4,0,0.0698624
72,131072,20,1,1,1,0.4,0,0.10861
72,32768,20,1,1,1,0.4,0,0.0535626
96,131072,20,1,1,1,0.4,0,0.109037
48,8192,20,1,1,1,0.4,0,0.0295286
24,4194304,20,1,1,1,0.4,0,4.89588
24,65536,20,1,1,1,0.4,0,0.082696
24,2048,20,1,1,1,0.4,0,0.0176077
24,32768,20,1,1,1,0.4,0,0.0479243
96,32768,20,1,1,1,0.4,0,0.0367475
96,2097152,20,1,1,1,0.4,0,1.40574
72,16384,20,1,1,1,0.4,0,0.0399253
24,4096,22,1,1,1,0.4,0,0.0214241
96,4194304,22,1,1,1,0.4,0,2.9026
24,4194304,22,1,1,1,0.4,0,3.46657
24,65536,22,1,1,1,0.4,0,0.0516605
48,4194304,22,1,1,1,0.4,0,2.12268
24,8192,22,1,1,1,0.4,0,0.0209186
24,2097152,22,1,1,1,0.4,0,1.51824
96,262144,22,1,1,1,0.4,0,0.197369
96,1048576,22,1,1,1,0.4,0,0.325819
24,1024,22,1,1,1,0.4,0,0.0142269
24,4096,22,1,1,1,0.4,0,0.0213039
72,1024,22,1,1,1,0.4,0,0.0219159
72,262144,22,1,1,1,0.4,0,0.0998459
48,2048,22,1,1,1,0.4,0,0.0269408
24,1024,22,1,1,1,0.4,0,0.0137665
48,4096,22,1,1,1,0.4,0,0.0267758
72,2048,22,1,1,1,0.4,0,0.0300291
48,131072,22,1,1,1,0.4,0,0.129932
72,4096,22,1,1,1,0.4,0,0.03602
24,2097152,22,1,1,1,0.4,0,2.53784
24,32768,22,1,1,1,0.4,0,0.0369828
24,262144,22,1,1,1,0.4,0,0.289253
96,8192,22,1,1,1,0.4,0,0.0344424
24,16384,22,1,1,1,0.4,0,0.0340996
72,16384,22,1,1,1,0.4,0,0.0356205
96,32768,22,1,1,1,0.4,0,0.0567794
48,2097152,22,1,1,1,0.4,0,0.96371
48,65536,22,1,1,1,0.4,0,0.0435867
48,4096,22,1,1,1,0.4,0,0.0275767
48,1024,22,1,1,1,0.4,0,0.0234642
96,4194304,22,1,1,1,0.4,0,1.37435
24,262144,22,1,1,1,0.4,0,0.161507
96,4096,22,1,1,1,0.4,0,0.0281098
96,65536,22,1,1,1,0.4,0,0.0476117
48,2048,22,1,1,1,0.4,0,0.0242493
96,1024,22,1,1,1,0.4,0,0.0244055
72,4194304,22,1,1,1,0.4,0,3.08128
72,65536,22,1,1,1,0.4,0,0.0712526
48,262144,22,1,1,1,0.4,0,0.235533
96,2048,22,1,1,1,0.4,0,0.0258763
48,65536,22,1,1,1,0.4,0,0.0756598
72,2097152,22,1,1,1,0.4,0,1.55647
24,524288,22,1,1,1,0.4,0,0.305758
72,2048,22,1,1,1,0.4,0,0.0238998
72,524288,22,1,1,1,0.4,0,0.380472
24,8192,22,1,1,1,0.4,0,0.0278625
72,4096,22,1,1,1,0.4,0,0.034997
96,2048,22,1,1,1,0.4,0,0.0279999
72,1048576,22,1,1,1,0.4,0,0.750525
72,8192,22,1,1,1,0.4,0,0.0395348
48,16384,22,1,1,1,0.4,0,0.0326061
96,16384,22,1,1,1,0.4,0,0.0335419
72,8192,22,1,1,1,0.4,0,0.0354016
48,4194304,22,1,1,1,0.4,0,3.88425
96,524288,22,1,1,1,0.4,0,0.36273
96,131072,22,1,1,1,0.4,0,0.0644376
48,2097152,22,1,1,1,0.4,0,1.898
96,1024,22,1,1,1,0.4,0,0.021889
72,32768,22,1,1,1,0.4,0,0.0391088
24,1048576,22,1,1,1,0.4,0,1.18763
24,1048576,22,1,1,1,0.4,0,0.692597
48,32768,22,1,1,1,0.4,0,0.0534623
48,524288,22,1,1,1,0.4,0,0.212878
48,1048576,22,1,1,1,0.4,0,0.462737
96,1048576,22,1,1,1,0.4,0,0.716704
48,524288,22,1,1,1,0.4,0,0.453469
48,1048576,22,1,1,1,0.4,0,0.90576
72,1048576,22,1,1,1,0.4,0,0.380041
72,262144,22,1,1,1,0.4,0,0.209303
96,16384,22,1,1,1,0.4,0,0.0428154
72,65536,22,1,1,1,0.4,0,0.0525823
24,131072,22,1,1,1,0.4,0,0.153954
96,65536,22,1,1,1,0.4,0,0.0748484
24,131072,22,1,1,1,0.4,0,0.0886915
96,2097152,22,1,1,1,0.4,0,0.655734
48,16384,22,1,1,1,0.4,0,0.0372047
24,2048,22,1,1,1,0.4,0,0.0192068
96,524288,22,1,1,1,0.4,0,0.161888
24,16384,22,1,1,1,0.4,0,0.0341563
96,4096,22,1,1,1,0.4,0,0.0331595
72,131072,22,1,1,1,0.4,0,0.0685945
72,2097152,22,1,1,1,0.4,0,0.721238
96,8192,22,1,1,1,0.4,0,0.0295742
72,1024,22,1,1,1,0.4,0,0.0275936
24,524288,22,1,1,1,0.4,0,0.596523
48,8192,22,1,1,1,0.4,0,0.025557
48,32768,22,1,1,1,0.4,0,0.0340443
48,1024,22,1,1,1,0.4,0,0.0206535
72,4194304,22,1,1,1,0.4,0,1.6091
96,262144,22,1,1,1,0.4,0,0.0969498
48,262144,22,1,1,1,0.4,0,0.11502
72,524288,22,1,1,1,0.4,0,0.176834
48,131072,22,1,1,1,0.4,0,0.0657804
72,131072,22,1,1,1,0.4,0,0.111789
72,32768,22,1,1,1,0.4,0,0.0541055
96,131072,22,1,1,1,0.4,0,0.112384
48,8192,22,1,1,1,0.4,0,0.0265002
24,4194304,22,1,1,1,0.4,0,5.0836
24,65536,22,1,1,1,0.4,0,0.0881538
24,2048,22,1,1,1,0.4,0,0.0182192
24,32768,22,1,1,1,0.4,0,0.0521939
96,32768,22,1,1,1,0.4,0,0.0351176
96,2097152,22,1,1,1,0.4,0,1.47087
72,16384,22,1,1,1,0.4,0,0.0404956
24,4096,18,1,1,1,0.4,0,0.0201452
96,4194304,18,1,1,1,0.4,0,2.65048
24,4194304,18,1,1,1,0.4,0,2.83765
24,65536,18,1,1,1,0.4,0,0.0479841
48,4194304,18,1,1,1,0.4,0,1.67788
24,8192,18,1,1,1,0.4,0,0.0235701
24,2097152,18,1,1,1,0.4,0,1.28412
96,262144,18,1,1,1,0.4,0,0.185441
96,1048576,18,1,1,1,0.4,0,0.4554
24,1024,18,1,1,1,0.4,0,0.0142262
24,4096,18,1,1,1,0.4,0,0.0222914
72,1024,18,1,1,1,0.4,0,0.0261831
72,262144,18,1,1,1,0.4,0,0.112213
48,2048,18,1,1,1,0.4,0,0.0286677
24,1024,18,1,1,1,0.4,0,0.0151696
48,4096,18,1,1,1,0.4,0,0.0312819
72,2048,18,1,1,1,0.4,0,0.036546
48,131072,18,1,1,1,0.4,0,0.119359
72,4096,18,1,1,1,0.4,0,0.0455601
24,2097152,18,1,1,1,0.4,0,2.30376
24,32768,18,1,1,1,0.4,0,0.03825
24,262144,18,1,1,1,0.4,0,0.274749
96,8192,18,1,1,1,0.4,0,0.0433409
24,16384,18,1,1,1,0.4,0,0.0379207
72,16384,18,1,1,1,0.4,0,0.0466034
96,32768,18,1,1,1,0.4,0,0.0536251
48,2097152,18,1,1,1,0.4,0,0.814676
48,65536,18,1,1,1,0.4,0,0.0521278
48,4096,18,1,1,1,0.4,0,0.0306213
48,1024,18,1,1,1,0.4,0,0.0235252
96,4194304,18,1,1,1,0.4,0,2.19177
24,262144,18,1,1,1,0.4,0,0.167676
96,4096,18,1,1,1,0.4,0,0.0288088
96,65536,18,1,1,1,0.4,0,0.0622451
48,2048,18,1,1,1,0.4,0,0.0280719
96,1024,18,1,1,1,0.4,0,0.0222511
72,4194304,18,1,1,1,0.4,0,2.83007
72,65536,18,1,1,1,0.4,0,0.0673144
48,262144,18,1,1,1,0.4,0,0.218772
96,2048,18,1,1,1,0.4,0,0.0273547
48,65536,18,1,1,1,0.4,0,0.0765967
72,2097152,18,1,1,1,0.4,0,1.42077
24,524288,18,1,1,1,0.4,0,0.284578
72,2048,18,1,1,1,0.4,0,0.030853
72,524288,18,1,1,1,0.4,0,0.356253
24,8192,18,1,1,1,0.4,0,0.0271788
72,4096,18,1,1,1,0.4,0,0.0402391
96,2048,18,1,1,1,0.4,0,0.0316744
72,1048576,18,1,1,1,0.4,0,0.698627
72,8192,18,1,1,1,0.4,0,0.0452476
48,16384,18,1,1,1,0.4,0,0.0293434
96,16384,18,1,1,1,0.4,0,0.0356648
72,8192,18,1,1,1,0.4,0,0.0402679
48,4194304,18,1,1,1,0.4,0,3.50848
96,524288,18,1,1,1,0.4,0,0.33648
96,131072,18,1,1,1,0.4,0,0.0617156
48,2097152,18,1,1,1,0.4,0,1.75796
96,1024,18,1,1,1,0.4,0,0.0234253
72,32768,18,1,1,1,0.4,0,0.0416491
24,1048576,18,1,1,1,0.4,0,1.13246
24,1048576,18,1,1,1,0.4,0,0.580317
48,32768,18,1,1,1,0.4,0,0.0510983
48,524288,18,1,1,1,0.4,0,0.173963
48,1048576,18,1,1,1,0.4,0,0.363442
96,1048576,18,1,1,1,0.4,0,0.65905
48,524288,18,1,1,1,0.4,0,0.413813
48,1048576,18,1,1,1,0.4,0,0.842759
72,1048576,18,1,1,1,0.4,0,0.499517
72,262144,18,1,1,1,0.4,0,0.203089
96,16384,18,1,1,1,0.4,0,0.0414484
72,65536,18,1,1,1,0.4,0,0.0574458
24,131072,18,1,1,1,0.4,0,0.143024
96,65536,18,1,1,1,0.4,0,0.0743449
24,131072,18,1,1,1,0.4,0,0.0777447
96,2097152,18,1,1,1,0.4,0,1.00566
48,16384,18,1,1,1,0.4,0,0.0429115
24,2048,18,1,1,1,0.4,0,0.0198355
96,524288,18,1,1,1,0.4,0,0.191346
24,16384,18,1,1,1,0.4,0,0.0328569
96,4096,18,1,1,1,0.4,0,0.0348539
72,131072,18,1,1,1,0.4,0,0.0664253
72,2097152,18,1,1,1,0.4,0,1.24276
96,8192,18,1,1,1,0.4,0,0.0311539
72,1024,18,1,1,1,0.4,0,0.0282524
24,524288,18,1,1,1,0.4,0,0.542072
48,8192,18,1,1,1,0.4,0,0.0302727
48,32768,18,1,1,1,0.4,0,0.0464671
48,1024,18,1,1,1,0.4,0,0.022284
72,4194304,18,1,1,1,0.4,0,2.7542
96,262144,18,1,1,1,0.4,0,0.111307
48,262144,18,1,1,1,0.4,0,0.127081
72,524288,18,1,1,1,0.4,0,0.214466
48,131072,18,1,1,1,0.4,0,0.0572431
72,131072,18,1,1,1,0.4,0,0.104493
72,32768,18,1,1,1,0.4,0,0.0493128
96,131072,18,1,1,1,0.4,0,0.104165
48,8192,18,1,1,1,0.4,0,0.0353782
24,4194304,18,1,1,1,0.4,0,4.65995
24,65536,18,1,1,1,0.4,0,0.080493
24,2048,18,1,1,1,0.4,0,0.0202644
24,32768,18,1,1,1,0.4,0,0.0505848
96,32768,18,1,1,1,0.4,0,0.0361762
96,2097152,18,1,1,1,0.4,0,1.33748
72,16384,18,1,1,1,0.4,0,0.0496433
24,4096,19,1,1,1,0.4,0,0.0198295
96,4194304,19,1,1,1,0.4,0,2.6699
24,4194304,19,1,1,1,0.4,0,3.91902
24,65536,19,1,1,1,0.4,0,0.0631042
48,4194304,19,1,1,1,0.4,0,2.43658
24,8192,19,1,1,1,0.4,0,0.01952
24,2097152,19,1,1,1,0.4,0,1.7516
96,262144,19,1,1,1,0.4,0,0.180443
96,1048576,19,1,1,1,0.4,0,0.379113
24,1024,19,1,1,1,0.4,0,0.0145662
24,4096,19,1,1,1,0.4,0,0.0187604
72,1024,19,1,1,1,0.4,0,0.0214064
72,262144,19,1,1,1,0.4,0,0.124043
48,2048,19,1,1,1,0.4,0,0.0276711
24,1024,19,1,1,1,0.4,0,0.0153823
48,4096,19,1,1,1,0.4,0,0.0303185
72,2048,19,1,1,1,0.4,0,0.0362153
48,131072,19,1,1,1,0.4,0,0.122993
72,4096,19,1,1,1,0.4,0,0.0356307
24,2097152,19,1,1,1,0.4,0,2.37018
24,32768,19,1,1,1,0.4,0,0.0387135
24,262144,19,1,1,1,0.4,0,0.2865
96,8192,19,1,1,1,0.4,0,0.0361514
24,16384,19,1,1,1,0.4,0,0.0340755
72,16384,19,1,1,1,0.4,0,0.0366578
96,32768,19,1,1,1,0.4,0,0.0531259
48,2097152,19,1,1,1,0.4,0,1.11028
48,65536,19,1,1,1,0.4,0,0.0477326
48,4096,19,1,1,1,0.4,0,0.0286741
48,1024,19,1,1,1,0.4,0,0.018975
96,4194304,19,1,1,1,0.4,0,1.68113
24,262144,19,1,1,1,0.4,0,0.183615
96,4096,19,1,1,1,0.4,0,0.0298436
96,65536,19,1,1,1,0.4,0,0.0542591
48,2048,19,1,1,1,0.4,0,0.0288317
96,1024,19,1,1,1,0.4,0,0.0223687
72,4194304,19,1,1,1,0.4,0,2.88298
72,65536,19,1,1,1,0.4,0,0.068459
48,262144,19,1,1,1,0.4,0,0.215155
96,2048,19,1,1,1,0.4,0,0.0270247
48,65536,19,1,1,1,0.4,0,0.0741606
72,2097152,19,1,1,1,0.4,0,1.45478
24,524288,19,1,1,1,0.4,0,0.335776
72,2048,19,1,1,1,0.4,0,0.0347228
72,524288,19,1,1,1,0.4,0,0.346261
24,8192,19,1,1,1,0.4,0,0.0260868
72,4096,19,1,1,1,0.4,0,0.0355585
96,2048,19,1,1,1,0.4,0,0.0295844
72,1048576,19,1,1,1,0.4,0,0.694033
72,8192,19,1,1,1,0.4,0,0.0401859
48,16384,19,1,1,1,0.4,0,0.0346887
96,16384,19,1,1,1,0.4,0,0.0338717
72,8192,19,1,1,1,0.4,0,0.0327106
48,4194304,19,1,1,1,0.4,0,3.59969
96,524288,19,1,1,1,0.4,0,0.340488
96,131072,19,1,1,1,0.4,0,0.0670311
48,2097152,19,1,1,1,0.4,0,1.7875
96,1024,19,1,1,1,0.4,0,0.0236118
72,32768,19,1,1,1,0.4,0,0.043452
24,1048576,19,1,1,1,0.4,0,1.12433
24,1048576,19,1,1,1,0.4,0,0.781528
48,32768,19,1,1,1,0.4,0,0.0474155
48,524288,19,1,1,1,0.4,0,0.233849
48,1048576,19,1,1,1,0.4,0,0.544955
96,1048576,19,1,1,1,0.4,0,0.659387
48,524288,19,1,1,1,0.4,0,0.422397
48,1048576,19,1,1,1,0.4,0,0.846333
72,1048576,19,1,1,1,0.4,0,0.423063
72,262144,19,1,1,1,0.4,0,0.181509
96,16384,19,1,1,1,0.4,0,0.0447793
72,65536,19,1,1,1,0.4,0,0.0572884
24,131072,19,1,1,1,0.4,0,0.145569
96,65536,19,1,1,1,0.4,0,0.0722835
24,131072,19,1,1,1,0.4,0,0.0963297
96,2097152,19,1,1,1,0.4,0,0.748447
48,16384,19,1,1,1,0.4,0,0.0395842
24,2048,19,1,1,1,0.4,0,0.0206571
96,524288,19,1,1,1,0.4,0,0.189004
24,16384,19,1,1,1,0.4,0,0.0258038
96,4096,19,1,1,1,0.4,0,0.0331812
72,131072,19,1,1,1,0.4,0,0.0675447
72,2097152,19,1,1,1,0.4,0,0.868552
96,8192,19,1,1,1,0.4,0,0.0304551
72,1024,19,1,1,1,0.4,0,0.0283601
24,524288,19,1,1,1,0.4,0,0.540668
48,8192,19,1,1,1,0.4,0,0.0280445
48,32768,19,1,1,1,0.4,0,0.0344224
48,1024,19,1,1,1,0.4,0,0.0257885
72,4194304,19,1,1,1,0.4,0,1.97625
96,262144,19,1,1,1,0.4,0,0.108535
48,262144,19,1,1,1,0.4,0,0.134495
72,524288,19,1,1,1,0.4,0,0.206258
48,131072,19,1,1,1,0.4,0,0.0707946
72,131072,19,1,1,1,0.4,0,0.105654
72,32768,19,1,1,1,0.4,0,0.0517359
96,131072,19,1,1,1,0.4,0,0.10977
48,8192,19,1,1,1,0.4,0,0.0298231
24,4194304,19,1,1,1,0.4,0,4.84389
24,65536,19,1,1,1,0.4,0,0.0854096
24,2048,19,1,1,1,0.4,0,0.0197599
24,32768,19,1,1,1,0.4,0,0.0511875
96,32768,19,1,1,1,0.4,0,0.035454
96,2097152,19,1,1,1,0.4,0,1.35256
72,16384,19,1,1,1,0.4,0,0.0470231
24,4096,17,1,1,1,0.4,0,0.0223348
96,4194304,17,1,1,1,0.4,0,2.54558
24,4194304,17,1,1,1,0.4,0,5.24613
24,65536,17,1,1,1,0.4,0,0.0522668
48,4194304,17,1,1,1,0.4,0,3.48882
24,8192,17,1,1,1,0.4,0,0.0199909
24,2097152,17,1,1,1,0.4,0,2.26789
96,262144,17,1,1,1,0.4,0,0.175276
96,1048576,17,1,1,1,0.4,0,0.456823
24,1024,17,1,1,1,0.4,0,0.0137455
24,4096,17,1,1,1,0.4,0,0.0209298
72,1024,17,1,1,1,0.4,0,0.026726
72,262144,17,1,1,1,0.4,0,0.118483
48,2048,17,1,1,1,0.4,0,0.0300968
24,1024,17,1,1,1,0.4,0,0.0196092
48,4096,17,1,1,1,0.4,0,0.0320182
72,2048,17,1,1,1,0.4,0,0.0308883
48,131072,17,1,1,1,0.4,0,0.118032
72,4096,17,1,1,1,0.4,0,0.0403516
24,2097152,17,1,1,1,0.4,0,2.29746
24,32768,17,1,1,1,0.4,0,0.0338876
24,262144,17,1,1,1,0.4,0,0.255726
96,8192,17,1,1,1,0.4,0,0.0395594
24,16384,17,1,1,1,0.4,0,0.0336487
72,16384,17,1,1,1,0.4,0,0.0460224
96,32768,17,1,1,1,0.4,0,0.0530031
48,2097152,17,1,1,1,0.4,0,1.53345
48,65536,17,1,1,1,0.4,0,0.0581479
48,4096,17,1,1,1,0.4,0,0.0265713
48,1024,17,1,1,1,0.4,0,0.0207381
96,4194304,17,1,1,1,0.4,0,2.17559
24,262144,17,1,1,1,0.4,0,0.176371
96,4096,17,1,1,1,0.4,0,0.0303693
96,65536,17,1,1,1,0.4,0,0.0568006
48,2048,17,1,1,1,0.4,0,0.0244851
96,1024,17,1,1,1,0.4,0,0.0221276
72,4194304,17,1,1,1,0.4,0,2.69854
72,65536,17,1,1,1,0.4,0,0.0646937
48,262144,17,1,1,1,0.4,0,0.205106
96,2048,17,1,1,1,0.4,0,0.0256188
48,65536,17,1,1,1,0.4,0,0.0739374
72,2097152,17,1,1,1,0.4,0,1.38459
24,524288,17,1,1,1,0.4,0,0.373059
72,2048,17,1,1,1,0.4,0,0.0297108
72,524288,17,1,1,1,0.4,0,0.333968
24,8192,17,1,1,1,0.4,0,0.030278
72,4096,17,1,1,1,0.4,0,0.0373023
96,2048,17,1,1,1,0.4,0,0.030807
72,1048576,17,1,1,1,0.4,0,0.656597
72,8192,17,1,1,1,0.4,0,0.0458186
48,16384,17,1,1,1,0.4,0,0.0375185
96,16384,17,1,1,1,0.4,0,0.0361354
72,8192,17,1,1,1,0.4,0,0.0362561
48,4194304,17,1,1,1,0.4,0,3.32595
96,524288,17,1,1,1,0.4,0,0.330107
96,131072,17,1,1,1,0.4,0,0.0771365
48,2097152,17,1,1,1,0.4,0,1.70693
96,1024,17,1,1,1,0.4,0,0.0236154
72,32768,17,1,1,1,0.4,0,0.0465453
24,1048576,17,1,1,1,0.4,0,1.0906
24,1048576,17,1,1,1,0.4,0,0.895823
48,32768,17,1,1,1,0.4,0,0.0486982
48,524288,17,1,1,1,0.4,0,0.264688
48,1048576,17,1,1,1,0.4,0,0.600311
96,1048576,17,1,1,1,0.4,0,0.636355
48,524288,17,1,1,1,0.4,0,0.401885
48,1048576,17,1,1,1,0.4,0,0.815575
72,1048576,17,1,1,1,0.4,0,0.513183
72,262144,17,1,1,1,0.4,0,0.18043
96,16384,17,1,1,1,0.4,0,0.0429535
72,65536,17,1,1,1,0.4,0,0.0604055
